ST250Q02JA,ST250Q03JA,ST250Q05JA,ST006Q03JA,ST008Q03JA,SC183Q02JA,SC183Q04JA,SC184Q01JA,SC184Q02JA,SC184Q03JA,SC184Q04JA,SC184Q05JA,SC184Q06JA,SC184Q07JA,SC215Q01JA,SC217Q04JA,SC217Q05JA,PRIVATESCH,ST250D06JA,ST250D07JA,ST251D08JA,ST251D09JA,ST259Q01JA,ST251Q03JA,ST251Q04JA,ST253Q01JA,ST254Q01JA,ST038Q05NA,ST038Q06NA,ST038Q07NA,ST265Q01JA,ST265Q02JA,ST265Q03JA,ST265Q04JA,ST268Q07JA,ST268Q08JA,ST268Q09JA,ST337Q03JA,ST337Q04JA,ST337Q05JA,ST337Q06JA,ST337Q07JA,ST337Q08JA,ST338Q01JA,ST338Q02JA,ST338Q03JA,ST338Q04JA,ST338Q05JA,ST338Q06JA,ST338Q07JA,ST338Q08JA,ST341Q01JA,ST341Q02JA,ST341Q04JA,ST341Q05JA,SC037Q03TA,SC037Q04TA,SC037Q05NA,SC037Q06NA,SC037Q08TA,SC017Q02NA,SC017Q04NA,SC017Q05NA,SC017Q06NA,SC017Q07NA,SC017Q09JA,SC017Q10JA,SC061Q11HA,SC155Q08HA,SC182Q06WA02,SC182Q07JA02,SC182Q08JA02,SC172Q04JA,SC172Q07JA,SC173Q05JA,SC202Q01JA,SC202Q03JA,SC202Q04JA,SC202Q05JA,SC202Q08JA,SC204Q02JA,SC204Q05JA,SC205Q01JA,SC205Q02JA,SC205Q03JA,SC205Q05JA,SC205Q07JA,SC208Q01JA,SC208Q02JA,SC208Q03JA,SC208Q04JA,SC208Q07JA,SC208Q08JA,SC208Q09JA,SC216Q01JA,SC216Q03JA,SC216Q07JA,SC222Q02JA,SC223Q01JA,SC223Q05JA,SC223Q09JA,SCHLTYPE,SCSUPRTED,FL164Q02HA,FL164Q03HA,FL164Q04HA,FL164Q05HA,FL164Q06HA,FL164Q07HA,FL164Q08HA,FL164Q11HA,FL164Q15HA,FL164Q16HA,FL166Q05HA,FL166Q06HA,FL166Q07HA,FL174Q05JA,FL174Q07JA,FL167Q01HA,FL167Q05HA,FL162Q01HA,FL162Q02HA,FL162Q03HA,FL162Q04HA,FL162Q05HA,FL162Q06HA,FL163Q01HA,FL163Q03HA,FL163Q04HA,FL163Q05HA,FL171Q03JA,FL171Q04JA,FL171Q05JA,FL171Q07JA,FL171Q10JA,FL171Q11JA,FL169Q03HA,FL169Q04HA,FL169Q08JA,FL169Q10JA,PROGN,GRADE,SRESPCUR,SRESPRES,RCORE_PERF,RCO1S_PERF,RS2_TEST,VER_DAT_stu,ISCEDP,MCLSIZE,CLSIZE,VER_DAT,clase_lca,score_rendimiento,prob_clase_0,prob_clase_1,prob_clase_2,prob_clase_3,prob_clase_4,prob_clase_5,prob_clase_6
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,4,0,0,0,0,0,0,0,0,1,0,0,2,2,3,0,2,0,2,2,2,2,2,0,0,0,2,0,0,0,0,0,1,0,0,1,2,0,2,1,0,3,0,0,1,1,3,1,1,1,2,3,2,1,0,0,1,0,1,1,1,0,0,1,0,2,2,0,0,1,1,0,1,1,1,2,1,1,1,0,1,0,1,1,0,1,0,0,0,1,1,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3,1,3,1,3,1,1,1,1,1,2,2,1,5,292.8657333333333,1.8858090297514707e-19,1.3274151447805058e-62,3.23927527220168e-143,3.0801691089535692e-27,7.057858684936355e-22,1.0,2.054634586027278e-153
0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,2,0,0,2,0,0,0,0,1,0,2,1,0,0,0,0,2,0,2,2,0,2,2,0,0,0,2,0,0,0,0,0,1,1,1,1,1,0,2,0,1,1,3,3,3,0,0,1,1,0,3,1,1,0,0,0,2,0,0,1,1,1,1,1,1,2,2,1,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,2,1,0,2,0,0,0,0,2,1,1,2,2,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,2,2,0,1,1,1,1,0,0,0,1,5,353.7553,5.611835021870997e-05,9.945496335776083e-95,9.455183662811513e-75,7.959340944006577e-21,2.2465042366259045e-16,0.9999438816497872,2.542224630492023e-96
0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,4,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,1,0,1,2,0,4,4,3,2,2,3,3,0,3,2,3,2,1,1,1,1,0,2,0,1,1,3,3,3,0,0,1,1,0,3,1,1,0,0,0,2,0,0,1,1,1,1,1,1,2,2,1,1,0,0,1,1,1,0,1,1,1,1,0,0,2,2,2,1,1,2,1,2,2,2,1,1,1,2,0,3,3,2,2,2,3,2,3,2,2,2,2,0,0,0,0,0,0,1,0,1,0,0,2,2,0,1,1,1,1,0,0,0,1,3,382.6547666666668,3.2626283002616364e-14,3.520776803826595e-87,6.479544780843058e-52,0.9999999600387363,3.996122011677828e-08,3.8377370546350046e-33,9.18575224012543e-102
0,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,2,4,0,0,5,0,0,0,0,0,1,1,1,1,1,1,3,4,4,4,2,3,5,5,5,0,5,5,0,3,0,0,0,1,1,1,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,3,0,3,1,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,2,1,1,1,1,1,2,1,1,2,2,2,0,2,0,0,0,2,2,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,3,0,1,1,1,0,1,5,5,0,4,419.8914000000001,6.226558531240982e-15,0.017040212641034336,1.7422060597781868e-102,9.63369827284599e-05,0.9828634503762108,1.0066422274488548e-14,3.292547771500448e-134
1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,3,2,4,1,1,3,1,0,0,0,1,2,1,1,0,0,0,1,1,1,1,2,1,0,0,1,0,0,2,0,1,0,0,0,0,0,0,1,1,0,3,3,2,2,2,1,2,2,2,0,0,0,3,0,3,4,3,3,5,0,1,0,0,0,1,1,0,0,2,0,1,0,0,0,2,2,3,3,1,1,1,1,2,1,1,2,0,2,2,2,2,2,2,1,1,1,2,2,1,1,2,1,0,3,2,3,2,2,2,2,2,2,0,1,1,0,1,0,1,0,1,3,2,5,0,0,6,2,1,4,4,2,6,442.1992000000001,6.801063464106868e-32,1.6979051370054253e-54,0.028848615176684782,6.842186255395143e-104,5.1868630071152225e-95,3.552498595390545e-88,0.9711513848233145
1,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,7,0,0,6,0,0,1,0,0,1,0,0,1,1,1,0,2,1,0,2,0,2,3,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,3,0,1,0,0,3,1,1,0,0,0,0,1,0,0,0,0,0,4,0,1,1,0,1,1,1,2,1,1,1,0,0,1,1,1,0,2,1,1,1,0,1,2,1,1,1,0,1,0,2,2,2,0,1,1,0,0,0,1,2,1,1,1,1,3,1,1,2,2,0,1,0,0,0,0,1,1,0,0,1,3,2,1,3,3,2,0,1,3,3,0,0,441.9758999999998,0.9999992091379398,1.0611385897371365e-84,6.5234437699149685e-112,6.705808837287242e-10,7.857300066208052e-07,4.461470553992708e-09,4.777545711266365e-142
1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,7,0,2,3,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2,2,0,2,2,0,0,0,2,0,0,0,0,0,1,1,1,1,1,0,3,3,2,2,2,1,2,0,0,0,0,0,3,1,0,3,2,2,3,4,1,1,0,0,0,1,0,2,2,1,1,0,0,1,0,0,3,2,1,1,1,1,0,1,2,2,2,2,2,1,2,2,2,1,1,1,1,3,1,3,2,2,1,3,2,2,2,2,2,2,0,0,0,1,0,0,2,1,1,0,1,4,4,5,1,1,1,2,1,4,4,2,6,508.35020000000003,6.936730916793597e-29,5.145940508300268e-104,3.263626830217273e-13,1.787262044317069e-123,3.8685256148330227e-122,7.292077942700611e-94,0.9999999999996732
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2,0,1,0,0,0,1,3,1,4,4,2,4,4,3,2,2,3,3,3,1,0,3,2,1,0,1,1,1,1,1,1,0,1,2,3,0,1,0,0,0,3,1,3,2,0,0,0,0,0,0,1,1,1,1,0,2,2,1,1,0,0,1,1,0,3,1,1,1,1,0,1,2,2,0,0,0,2,2,0,2,0,2,0,0,2,2,2,2,2,0,0,3,1,2,0,0,0,0,0,0,1,3,0,0,0,1,2,2,1,3,0,1,3,2,6,3,1,0,0,3,3,538.3903333333334,7.153243983148134e-28,9.688362147979743e-108,2.613926100900887e-106,1.0,6.134029072449204e-15,6.0955298360387895e-43,3.669756809823632e-153
1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,2,3,4,2,0,1,0,1,1,0,1,1,0,0,1,1,1,5,1,3,5,0,5,0,1,4,3,5,1,5,2,0,0,0,1,0,0,0,1,1,0,0,0,0,2,1,1,0,0,0,0,0,3,1,1,1,0,0,0,1,0,0,1,0,0,2,0,0,2,0,0,1,1,0,0,1,1,1,1,1,1,0,0,1,2,1,2,2,0,2,0,1,1,1,1,2,2,1,0,0,1,1,2,3,2,3,2,2,1,1,1,2,2,0,0,0,0,0,1,0,0,2,3,1,1,1,1,1,0,0,0,1,4,272.10229999999996,1.0062383614127623e-17,1.2805658627602185e-06,7.3770621224955e-77,1.0140211446024827e-13,0.999998719434042,1.9159954476880047e-26,5.86696324610665e-110
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,4,2,2,4,0,1,1,1,1,2,1,1,0,0,0,0,2,0,2,2,0,2,2,0,0,0,2,0,0,0,0,0,1,1,1,1,1,0,3,3,2,2,2,1,2,2,2,1,1,0,3,0,2,2,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,1,1,0,1,1,0,2,1,1,1,0,1,0,0,0,0,0,2,0,0,0,1,1,0,0,2,3,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,2,2,3,0,1,3,4,1,1,1,1,0,1,6,5,0,5,332.1222,1.4954052344941597e-10,0.46316736755762705,2.9541280236270194e-83,1.744803153927763e-20,9.573464421206894e-19,0.5368326322928343,9.090526626496696e-93
1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,3,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,2,2,2,2,0,0,0,2,0,0,0,0,0,1,1,1,1,1,0,2,0,1,1,3,3,3,0,0,1,1,0,3,1,1,0,0,0,2,0,0,1,1,1,1,1,1,2,2,1,1,0,0,1,1,1,0,1,1,1,1,0,0,1,2,0,0,1,2,1,2,2,2,0,1,2,2,0,2,1,2,1,0,3,1,2,0,1,0,0,1,4,2,4,1,1,1,1,2,0,0,1,2,0,1,1,1,1,0,0,0,1,0,296.3209666666666,0.999916919890363,4.190564360774449e-90,3.084477095850585e-63,1.914110883341434e-15,1.7553803724608953e-10,8.30799340915367e-05,8.159652963554634e-88
0,1,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,2,4,0,0,7,0,0,0,0,0,1,0,1,2,2,3,0,2,0,2,3,0,2,2,0,0,0,2,0,0,0,0,0,1,0,0,1,1,1,3,3,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,2,2,2,2,2,2,0,3,2,1,1,1,0,1,1,1,1,0,0,2,1,0,2,2,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,2,0,1,0,1,3,0,0,1,1,1,0,1,4,4,0,0,386.01630000000006,0.9995364960417766,8.795966799510781e-124,2.068945269199469e-107,2.444485962144506e-15,1.6386783046579205e-12,0.0004635039565822738,1.127998452349181e-131
1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,7,0,0,2,0,0,0,0,2,1,0,2,1,1,1,0,2,0,2,2,0,2,2,0,0,0,2,0,0,0,0,0,1,0,0,1,2,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,1,2,4,0,2,3,0,0,1,1,1,1,1,2,2,1,1,0,0,1,1,1,1,3,1,1,1,0,0,2,2,2,2,2,2,2,2,2,2,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,3,1,2,3,3,1,1,2,2,1,5,321.75800000000004,4.7037154569034496e-05,3.021300508052987e-76,2.159262378368844e-104,2.3119584147737758e-18,2.63079056665145e-14,0.9999529628454077,2.0026992660343466e-102
1,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,4,2,0,3,0,0,0,0,1,2,0,0,0,1,1,4,3,2,3,2,2,3,3,3,2,2,3,0,3,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,2,2,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,2,0,1,1,1,0,1,1,0,1,1,1,1,0,1,2,1,0,1,1,0,0,0,1,2,1,1,2,0,0,0,0,1,2,1,1,2,3,2,2,1,2,0,0,0,3,0,0,0,2,1,0,1,3,2,0,1,1,1,0,1,3,3,0,3,511.0086666666666,7.460770406469107e-19,2.7658821458046117e-24,6.235793357941322e-94,0.9999999999999716,2.3820672060213603e-14,3.536698792962174e-38,5.821993976749343e-148
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,3,2,3,3,2,2,2,0,0,0,2,0,0,0,2,1,0,1,1,1,1,0,1,1,1,3,3,3,1,0,1,0,0,0,3,0,2,2,0,0,5,0,1,1,1,1,1,1,1,2,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,2,1,1,1,1,1,1,2,2,0,1,1,1,0,0,0,0,3,1,1,2,3,2,3,3,3,3,2,2,1,3,0,0,2,1,2,1,1,3,3,4,1,1,1,0,1,5,5,0,0,400.67926666666665,0.9998217159751308,1.0484636612314872e-87,6.602804830080182e-60,0.0001782804380768618,3.586805404881464e-09,1.9256030260173575e-16,2.719923711533633e-82
1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,8,0,0,3,0,0,0,0,1,2,1,1,3,3,2,2,4,1,0,2,1,5,1,5,1,1,5,1,1,0,0,3,2,0,1,1,1,0,3,3,2,2,2,1,2,0,2,0,0,0,3,0,0,4,3,3,5,4,0,0,1,0,0,2,0,0,0,1,1,0,0,1,2,2,3,3,1,1,0,1,1,2,2,1,1,2,2,2,2,2,2,2,1,1,2,0,3,3,2,2,2,3,2,3,2,2,2,2,3,3,1,2,2,2,2,0,1,0,1,3,3,5,1,1,1,2,1,7,3,2,2,412.8765333333333,3.4633711637262867e-43,1.553786126264429e-73,0.9999999999823785,4.974033626388928e-103,9.778966664084458e-93,1.4747044139972905e-102,1.763294849756927e-11
0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,1,0,5,0,0,4,0,0,0,0,1,2,0,0,0,1,1,4,3,2,3,3,2,4,4,3,2,2,3,3,3,1,0,0,1,0,0,1,1,0,3,2,1,3,2,3,2,1,0,0,0,0,0,1,0,5,0,0,0,0,1,1,2,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,0,0,2,2,2,1,1,1,2,3,2,2,1,2,1,3,1,3,2,1,1,1,0,0,0,0,0,0,0,1,1,0,1,3,1,1,1,1,1,0,1,4,4,0,3,456.75336666666675,1.2483107970022867e-25,2.5008286374672258e-104,5.842611563919972e-147,1.0,2.115854431984472e-20,1.117143878178439e-45,2.636894810793957e-193
0,0,1,0,1,0,1,0,1,1,1,0,1,1,0,0,0,0,1,1,1,1,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,3,1,3,1,2,4,4,3,2,2,3,3,3,0,0,0,1,0,0,1,1,1,1,3,3,1,2,2,3,2,1,0,0,0,1,0,1,0,0,0,5,4,2,2,1,1,1,1,1,2,1,1,1,0,0,1,0,0,0,2,1,1,1,0,0,2,0,0,0,0,2,0,0,2,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,1,3,2,2,1,1,1,0,1,4,4,0,3,568.6666666666666,3.348834534722723e-28,4.186143215625028e-96,6.0971455085764915e-53,1.0,2.444660426949265e-19,4.424101412007219e-34,4.055165886312718e-121
1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,2,2,1,1,4,0,0,3,0,0,0,0,0,1,0,1,0,0,0,0,2,0,2,1,0,2,2,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,3,3,3,1,2,2,3,0,0,0,0,0,3,0,0,1,0,0,0,0,1,0,1,1,1,1,1,2,2,1,1,0,0,1,1,1,0,1,1,1,1,0,1,2,2,1,0,2,2,1,2,2,2,1,2,1,2,1,3,1,1,1,1,0,3,3,1,1,1,1,0,0,0,0,0,0,1,1,3,0,1,3,2,0,1,1,1,0,1,0,0,0,0,379.51759999999985,0.9999999823279212,4.659466107928443e-74,1.43799397463322e-103,7.497725554972756e-17,2.026403272250432e-14,1.767205707734759e-08,1.4855267880728952e-114
0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,2,1,1,1,0,2,0,2,2,0,2,2,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,1,1,1,1,1,1,1,2,2,1,1,0,0,1,1,1,0,2,1,1,1,0,1,2,0,0,0,1,2,1,0,2,2,1,1,0,2,0,1,0,2,1,0,1,0,1,0,2,1,0,2,0,0,2,0,0,0,1,1,0,1,3,1,1,2,0,0,1,1,0,0,1,5,338.0711333333333,3.7630911276824695e-05,2.6162293586921803e-77,3.645309022126898e-98,2.239786333342677e-19,1.8297226589196017e-15,0.9999623690887252,7.947018671234303e-121
0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,4,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,4,0,0,2,0,0,1,0,0,1,0,0,0,0,0,1,2,3,3,3,2,3,1,1,0,1,0,1,1,0,0,0,0,2,0,0,0,1,1,1,1,1,2,2,1,1,0,0,1,1,1,1,3,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,0,0,1,0,0,0,1,1,1,1,3,1,3,1,1,1,2,2,2,0,0,0,0,0,0,0,0,1,4,1,0,2,3,2,0,1,5,5,0,4,450.5480333333334,0.26877633797632294,5.59536180590493e-75,6.775817468197559e-127,1.738987289140184e-08,0.7312236430777583,1.5560490185800413e-09,2.971333400467156e-160
1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,2,2,1,3,8,0,0,0,0,1,3,3,0,0,2,0,0,0,0,0,2,0,2,2,0,2,2,0,0,0,2,0,0,0,0,0,1,1,1,1,1,0,2,0,1,1,3,3,3,0,0,1,1,0,3,1,1,0,0,0,2,0,0,1,1,1,1,1,1,2,2,1,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0,1,0,0,0,2,1,2,0,1,1,3,0,0,2,1,0,1,0,2,3,1,1,1,3,3,4,0,2,0,0,1,2,2,2,0,1,2,0,0,0,0,1,0,0,0,1,0,233.3088666666666,0.9743770057669672,1.2542516713943752e-92,2.9339263316689603e-68,3.6532380436310706e-19,4.3261370818881065e-12,0.02562299422870182,3.44367983207663e-89
1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,1,2,0,0,4,0,0,0,0,1,1,1,0,0,0,0,0,2,0,2,2,0,2,2,0,0,0,2,0,0,0,0,0,1,0,0,1,1,0,3,3,0,0,0,0,0,2,0,2,0,0,3,0,3,0,0,0,5,3,0,1,1,0,1,1,1,2,2,0,1,1,0,1,0,1,1,1,1,1,1,0,1,2,2,1,1,2,1,1,1,2,1,1,2,1,1,2,1,3,1,0,1,3,2,2,1,1,0,1,0,2,4,2,0,3,1,0,2,1,2,1,4,2,2,3,0,1,0,2,2,1,5,376.1904666666666,0.1815961609901017,6.342667097901328e-65,2.189118022493169e-59,3.809182067065612e-17,1.2045966249968328e-09,0.8184038378052916,2.819347029863916e-97
1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,2,3,5,2,2,6,1,0,0,0,1,2,1,1,0,0,0,0,2,0,1,1,0,2,2,0,0,0,2,0,0,2,3,0,1,1,1,1,1,0,3,3,2,2,2,1,2,2,0,1,0,0,3,0,0,2,1,1,1,4,0,0,1,0,1,1,1,2,2,1,1,0,0,1,1,1,0,2,1,1,1,1,1,1,0,0,0,1,1,0,2,2,1,0,0,0,0,3,2,1,0,0,0,0,0,0,1,1,1,1,3,3,2,1,0,0,0,0,1,0,1,4,4,5,0,3,2,1,1,1,1,1,6,382.77433333333323,9.772074870038751e-53,3.12628772515712e-81,8.15906037353614e-14,5.082996956429951e-77,1.6909090503137321e-75,1.7850611244344963e-68,0.9999999999999147
1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,6,2,2,6,0,0,0,0,0,1,0,0,1,1,1,1,3,2,3,3,4,4,4,3,2,2,3,3,3,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0,2,0,1,0,0,3,0,3,0,0,0,0,1,0,0,0,0,0,2,0,2,1,1,1,0,0,1,0,0,0,2,1,1,1,0,1,2,2,1,2,2,2,1,2,2,2,1,0,0,0,3,0,1,2,1,2,1,1,1,2,1,1,1,3,1,2,2,2,1,1,0,1,0,1,4,2,1,3,3,6,1,1,3,3,1,3,542.5812333333332,5.712568143049796e-27,1.4802992282501833e-55,2.2358237712961106e-54,1.0,4.8654788669322496e-18,1.7981436729208637e-53,4.733547653280466e-115
1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,2,9,0,0,7,1,0,0,0,1,2,1,0,1,1,1,0,2,0,2,2,0,2,2,0,0,0,2,0,0,2,2,2,3,0,0,1,1,0,3,3,2,2,2,1,2,2,2,0,0,0,2,2,3,2,2,2,3,1,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,3,3,0,0,0,1,2,0,1,0,1,1,1,2,1,1,1,1,2,1,0,2,3,3,1,1,1,1,1,1,1,3,3,3,0,1,2,1,0,4,1,0,1,1,1,3,4,5,1,1,1,1,1,4,4,1,1,322.2745333333333,6.586483313652621e-25,1.0,9.851856224128765e-37,1.631349305713655e-76,2.663338344237505e-72,2.589299754594583e-69,1.4070391908320311e-24
0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,3,2,2,5,0,0,1,0,3,1,0,0,0,0,0,0,2,0,2,2,0,2,2,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,3,3,0,0,0,0,0,3,2,0,0,0,3,0,3,1,0,0,2,1,0,0,0,0,0,2,0,3,3,3,3,3,3,3,2,2,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,2,1,2,2,0,1,0,0,0,0,1,0,1,3,4,0,1,1,1,0,1,3,3,0,1,424.1247000000001,3.3767472471416847e-13,0.9999999999996589,2.9526011218242785e-199,8.831344913407551e-80,8.789328331888427e-28,2.3032110394283296e-35,3.041654045607451e-209
1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,2,2,0,2,9,0,0,5,0,0,0,0,2,0,2,2,0,0,0,0,2,0,2,2,0,2,2,0,0,0,2,0,0,0,0,0,1,1,0,1,1,1,1,1,0,3,2,0,0,2,0,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,1,1,0,2,1,1,0,0,0,1,0,2,2,1,0,1,1,2,2,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,2,0,2,1,1,0,1,1,1,0,0,0,1,5,263.77189999999996,1.4725273846516515e-13,6.743790675438574e-05,4.701633759162822e-84,3.945214528379547e-24,1.9050041314480648e-20,0.9999325620930959,9.962018230222348e-106
1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,6,0,0,0,0,0,1,0,0,1,1,1,4,3,0,3,2,0,5,0,3,0,0,2,0,0,0,0,0,1,0,0,1,1,1,0,1,3,3,3,3,1,0,2,8,1,3,0,1,1,4,3,3,5,4,0,0,0,0,0,2,0,0,0,0,0,1,1,0,2,2,3,2,0,0,0,1,1,1,1,0,0,0,2,0,2,2,2,1,1,1,2,0,0,0,2,1,1,1,1,3,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,3,4,5,1,1,1,1,1,0,0,1,1,489.42586666666665,6.682152840164996e-46,1.0,2.2757797129364724e-52,2.700851553490063e-87,5.296276535555534e-91,3.1833881123287535e-116,1.332120449088785e-47
1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,2,0,0,1,0,0,0,0,0,1,0,2,1,1,3,2,5,5,5,5,4,0,1,1,3,4,1,2,0,0,0,0,1,0,0,1,0,1,1,0,1,1,2,0,3,0,2,1,0,0,3,0,3,0,0,0,0,0,0,0,1,1,1,1,0,2,2,1,1,0,0,1,1,1,0,2,1,1,1,0,1,1,1,2,2,2,2,0,0,0,0,1,1,1,2,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,1,1,1,0,0,0,0,0,4,290.9836000000001,1.527319362424863e-16,5.997499087594035e-79,5.133608701241365e-105,4.11240923816544e-12,0.999999999995822,6.7235829712798e-14,7.76674021333002e-146
0,0,0,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,2,0,2,2,0,2,2,0,0,0,2,0,0,0,0,0,1,0,0,1,1,0,1,3,2,0,1,0,0,2,2,0,0,0,0,3,3,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,1,1,0,1,1,1,0,2,1,1,1,0,1,1,0,1,0,0,2,2,0,0,0,2,0,1,0,2,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,0,1,0,1,3,2,2,1,1,1,1,1,3,3,1,5,277.7806,0.0006425881220910838,2.988243145664791e-30,1.0614781551663613e-72,5.76568434331887e-18,4.956296281939503e-13,0.9993574118774117,1.597105030110034e-109
1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,4,0,0,7,0,0,0,0,1,2,1,1,1,1,1,4,3,2,3,3,2,3,4,3,2,2,3,3,3,1,0,1,1,1,0,1,1,0,3,3,0,0,0,0,0,0,0,0,2,0,1,0,3,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,3,0,0,2,1,1,1,1,3,2,1,2,1,0,0,0,0,0,0,0,0,1,1,1,4,1,0,1,1,1,1,1,3,3,1,3,428.5229,7.577326731081294e-30,1.8893942105276414e-10,5.013932186828219e-78,0.9999999998110667,7.946884605146715e-21,5.1054858723992456e-40,1.3391976044422657e-136
