ST250Q02JA,ST250Q03JA,ST250Q05JA,ST006Q02JA,ST006Q03JA,ST008Q01JA,ST008Q02JA,ST008Q03JA,SC183Q02JA,SC183Q04JA,SC184Q01JA,SC184Q02JA,SC184Q03JA,SC184Q04JA,SC184Q05JA,SC184Q06JA,SC184Q07JA,SC215Q01JA,SC217Q04JA,SC217Q05JA,PRIVATESCH,ST250D06JA,ST250D07JA,ST251D08JA,ST251D09JA,ST259Q01JA,ST251Q03JA,ST251Q04JA,ST254Q01JA,ST254Q06JA,ST038Q05NA,ST038Q06NA,ST038Q07NA,ST265Q01JA,ST265Q02JA,ST265Q03JA,ST265Q04JA,ST270Q01JA,ST270Q02JA,ST270Q03JA,ST270Q04JA,ST268Q07JA,ST268Q08JA,ST268Q09JA,ST337Q03JA,ST337Q05JA,ST337Q08JA,SC182Q06WA02,SC182Q07JA02,SC182Q08JA02,SC172Q04JA,SC172Q07JA,SC188Q03JA,SC202Q01JA,SC202Q02JA,SC202Q03JA,SC202Q04JA,SC202Q05JA,SC202Q08JA,SC202Q10JA,SC202Q11JA,SC202Q12JA,SC204Q01JA,SC204Q02JA,SC204Q05JA,SC205Q01JA,SC205Q02JA,SC205Q03JA,SC205Q07JA,SC208Q01JA,SC208Q02JA,SC208Q03JA,SC208Q04JA,SC208Q07JA,SC208Q08JA,SC208Q09JA,SC216Q02JA,SC216Q03JA,SC216Q05JA,SC216Q06JA,SC216Q07JA,SC216Q09JA,SC223Q05JA,SC223Q09JA,SCHLTYPE,SCSUPRTED,FL164Q02HA,FL164Q03HA,FL164Q04HA,FL164Q05HA,FL164Q06HA,FL164Q07HA,FL164Q08HA,FL164Q11HA,FL164Q15HA,FL164Q16HA,FL166Q05HA,FL166Q06HA,FL166Q07HA,FL174Q05JA,FL174Q07JA,FL167Q01HA,FL167Q05HA,FL162Q01HA,FL162Q02HA,FL162Q03HA,FL162Q04HA,FL162Q05HA,FL162Q06HA,FL163Q01HA,FL163Q03HA,FL163Q04HA,FL163Q05HA,FL171Q03JA,FL171Q04JA,FL171Q05JA,FL171Q10JA,FL171Q11JA,FL169Q03HA,FL169Q04HA,FL172Q01JA,PROGN,GRADE,SRESPCUR,SRESPRES,RS1_TEST,MS2_LEV,VER_DAT_stu,VER_DAT,clase_lca,score_rendimiento,prob_clase_0,prob_clase_1,prob_clase_2,prob_clase_3
1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,2,1,6,1,1,0,0,0,0,0,1,2,1,1,2,2,2,1,0,0,0,0,0,2,0,0,0,1,0,1,0,2,0,0,0,0,1,0,0,1,0,1,1,1,1,1,2,2,1,1,3,0,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,2,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,1,0,0,1,1,1,1,3,276.35093333333333,1.971688275174712e-09,1.4749821198043958e-13,3.3221912306506187e-112,0.9999999980281586
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,3,0,0,0,0,0,0,0,2,0,0,2,2,0,2,2,0,0,0,0,0,0,6,5,3,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,2,1,1,1,2,2,1,1,0,0,1,3,1,3,3,1,0,1,1,0,2,1,1,1,1,1,1,1,1,1,1,1,0,1,0,2,1,3,2,1,1,1,1,3,2,2,2,1,0,0,0,0,3,0,2,0,1,3,1,0,0,0,0,0,0,440.8066000000001,0.999999999963805,1.8716272852338058e-81,1.064808416715191e-121,3.618799915461836e-11
0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,4,2,2,0,0,0,0,0,1,2,1,1,3,3,3,3,0,0,2,0,2,2,4,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,2,0,1,0,1,0,2,1,2,2,1,0,1,1,0,0,0,0,0,0,0,2,0,1,2,2,1,2,1,2,0,1,0,1,0,1,1,1,1,1,0,2,2,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,250.5917000000001,1.3038249352897655e-20,0.9999999976516563,4.575546520867269e-103,2.34835044483673e-09
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,6,0,0,0,0,0,0,0,0,1,0,0,2,0,2,1,1,1,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,2,0,0,1,1,1,1,1,1,1,2,2,1,1,0,0,1,3,1,2,3,2,2,1,1,0,1,0,1,1,0,0,1,1,1,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,3,0,0,2,0,0,0,0,389.9953666666667,0.9626864385277185,1.5281161529881813e-14,1.3026160312509773e-93,0.03731356147227101
1,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,2,0,5,1,2,1,2,0,0,0,0,1,0,0,1,1,1,2,0,0,0,0,0,2,0,0,0,3,1,0,4,1,0,0,0,0,0,2,0,0,0,1,1,1,1,1,0,2,1,0,1,1,0,0,1,3,2,3,2,1,1,0,0,1,1,0,0,0,0,0,1,2,1,1,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,2,2,1,3,2,0,3,4,0,0,0,495.20149999999995,0.9612910274000005,5.586552749933239e-16,3.414258465110947e-65,0.038708972599993445
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,5,4,4,5,2,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1,2,1,0,1,2,0,0,0,3,2,1,1,1,1,1,3,2,3,2,1,2,2,0,0,0,0,1,0,0,0,1,4,4,2,1,1,0,0,0,378.16150000000005,0.7823298578115045,6.49577483064418e-33,9.462712347623337e-48,0.21767014218848857
0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,4,0,0,0,0,0,0,0,0,1,0,0,1,2,1,1,0,0,0,2,2,2,4,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,2,0,1,0,1,0,2,1,2,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,1,3,0,0,1,0,0,0,1,313.58963333333327,6.955286998743057e-27,0.9995985030043022,1.83172867985796e-105,0.0004014969957020049
1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,2,3,1,1,0,2,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,2,0,1,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,1,1,2,2,1,1,0,0,1,0,1,0,1,1,0,1,1,0,1,1,2,0,0,0,1,1,1,2,1,1,0,0,2,2,1,0,0,1,2,3,2,3,1,0,0,0,0,0,0,0,0,2,2,2,1,3,1,0,1,3,0,0,0,493.06546666666674,0.9990381946726503,3.536252558780015e-11,2.1451968712638756e-67,0.0009618052919821192
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,1,1,1,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,3,1,1,2,0,3,1,1,0,0,2,2,1,1,1,1,1,2,2,1,1,1,1,0,0,0,0,3,3,1,1,1,1,2,2,2,1,0,3,0,3,3,1,1,0,1,3,1,0,1,0,1,1,1,347.88096666666655,8.202166792567907e-05,0.9999179783320743,1.4882309021077891e-65,1.9320456594093265e-15
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,4,0,0,0,0,0,0,0,2,0,0,0,1,1,1,1,1,1,1,2,2,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,3,1,1,2,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,0,0,1,0,1,1,0,3,1,1,1,1,0,0,0,0,0,0,0,0,1,4,1,0,5,0,1,1,1,385.9916666666666,6.187949001288137e-13,0.999999996883929,7.250796186436817e-71,3.1154502735724762e-09
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,4,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,4,4,5,0,0,0,1,1,0,0,0,0,0,1,0,3,0,0,0,0,0,1,1,0,0,2,2,1,1,0,0,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,2,2,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,1,3,1,2,1,1,1,1,3,302.53233333333327,9.124225269193046e-16,7.17426994315784e-11,2.5529026086796643e-61,0.9999999999282494
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,6,0,0,0,0,0,0,0,0,1,0,0,0,2,2,2,1,1,1,4,0,0,0,0,0,1,1,0,0,0,0,0,1,0,3,0,0,0,0,0,1,1,0,0,2,2,1,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,2,1,2,0,1,0,1,0,1,1,0,3,1,0,0,1,0,0,0,0,0,0,0,0,1,3,1,2,4,3,1,1,3,429.42496666666665,2.0770695740267414e-09,2.102522862224265e-08,9.11181588193168e-56,0.9999999768976979
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,2,1,1,1,1,1,1,1,1,3,1,0,0,0,1,0,0,0,0,0,0,5,3,0,0,0,1,1,0,2,1,2,1,1,1,1,2,2,0,1,2,0,0,0,2,0,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,2,2,0,1,2,2,2,3,2,3,2,2,2,2,3,1,3,2,3,1,0,1,0,2,2,2,2,1,0,0,0,340.38089999999994,0.9999999999692051,7.193901430644163e-74,2.2356271432509902e-70,3.079262615823065e-11
1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,1,3,1,1,0,0,0,1,1,0,1,1,1,0,1,0,1,1,1,2,2,1,0,0,0,0,0,1,1,1,2,1,1,1,0,0,0,0,3,4,3,1,3,0,0,0,1,3,1,1,1,1,1,1,1,305.2777333333333,9.083608282992687e-06,0.9487202212691286,6.749127421215737e-62,0.051270695122591484
1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,4,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,2,2,2,1,0,0,3,0,1,2,3,2,2,1,3,4,5,1,0,0,0,1,1,1,0,2,2,1,1,0,0,1,2,1,1,2,1,0,1,1,1,1,2,2,2,1,1,2,0,0,2,1,1,1,1,0,3,0,2,3,3,2,3,2,3,3,2,2,2,1,0,0,0,0,0,0,0,1,3,4,4,1,2,1,1,2,501.72393333333343,3.8037909778264504e-81,7.02276177193018e-72,1.0,3.4659465699039116e-88
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,4,0,0,0,1,0,0,0,1,2,1,1,0,2,2,2,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,1,1,2,2,1,1,0,0,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,2,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,1,2,0,0,3,423.0626333333333,6.815614197158226e-06,1.0475015931415908e-11,4.7934688332829555e-74,0.9999931843753332
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,5,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,1,1,2,2,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1,0,2,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,3,2,0,1,3,1,1,3,282.8128666666667,9.964475745866914e-10,3.6339625797964348e-56,1.6096205596797355e-74,0.9999999990035491
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,2,0,0,0,0,2,0,0,1,2,2,1,1,1,1,1,1,1,1,3,3,3,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,2,1,2,1,2,0,1,2,1,0,0,2,2,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2,2,1,1,1,2,1,3,2,3,1,1,2,1,3,0,0,0,0,1,0,2,1,3,0,0,4,0,0,0,0,305.3087333333334,0.9999900196047474,6.966616550823426e-56,8.558333623866119e-101,9.980395245629441e-06
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,1,0,0,0,0,1,0,0,0,2,2,2,0,0,1,0,0,2,1,1,0,3,0,2,2,2,0,0,0,3,3,4,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,1,2,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,1,2,1,1,1,1,1,1,1,1,3,1,1,1,4,0,3,0,1,3,4,1,1,3,0,0,1,377.4624666666667,1.0728742165589098e-11,0.9999999999889582,2.0345397069318456e-56,3.1182520144761494e-13
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,6,1,1,0,0,0,0,0,1,2,1,1,0,1,1,1,0,0,0,1,3,3,1,2,0,1,0,0,0,0,0,0,3,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,1,2,2,2,1,1,0,0,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,1,2,2,3,1,3,3,3,3,0,4,2,1,3,0,0,2,1,3,3,1,1,0,0,0,1,308.8239333333334,8.048236646108017e-07,0.9999991951763262,3.638166184931276e-61,4.1316471178260145e-24
1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,1,1,1,1,1,2,4,0,0,0,0,0,0,0,1,2,1,1,2,2,0,0,1,1,1,2,2,2,0,2,0,3,0,0,2,3,2,2,1,3,0,0,0,0,0,1,0,1,0,0,0,2,0,1,0,0,0,3,3,2,3,3,2,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,1,1,2,3,2,3,0,0,0,0,0,0,0,0,0,1,0,0,1,3,2,4,3,3,1,1,2,490.0592666666666,7.672666426619488e-115,3.186450829086582e-111,1.0,2.0139609018888657e-89
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,6,0,0,0,1,0,2,0,0,0,0,0,0,2,2,2,0,1,1,0,0,1,0,4,0,3,0,2,5,5,1,1,4,3,3,2,3,1,1,1,1,1,1,1,2,2,1,1,0,0,1,2,2,2,2,2,2,1,1,1,2,1,1,1,1,2,1,1,1,1,2,0,0,0,2,1,2,2,0,1,1,1,1,1,0,0,0,0,3,0,0,0,0,2,0,0,1,3,4,4,6,2,1,1,2,425.3359000000001,8.380598887896383e-125,2.075228011772668e-131,1.0,6.264889837181249e-121
1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,7,2,2,0,1,0,2,0,1,2,1,1,1,1,1,1,0,0,0,5,5,2,0,0,0,3,0,0,3,3,4,3,5,0,4,5,2,0,0,0,0,0,0,0,0,0,1,1,0,0,1,3,2,3,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,2,2,3,3,3,3,3,3,3,2,3,2,3,3,3,3,4,3,4,3,2,2,1,2,1,3,3,4,1,2,2,2,2,525.6455666666667,5.839429693905801e-135,5.674289017665037e-140,1.0,3.305637187465712e-139
0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,2,2,0,0,0,0,0,0,0,1,0,1,2,1,1,0,2,1,2,0,0,2,2,0,1,1,0,1,0,0,2,2,2,1,0,2,2,1,0,1,1,1,1,0,2,1,1,0,1,0,3,1,1,1,1,0,0,0,0,0,0,0,2,1,4,0,0,1,0,1,1,3,370.8288999999999,0.00010475078807883483,4.00065024285852e-43,3.2808876872358066e-116,0.9998952492119243
1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,9,0,0,0,0,0,0,0,1,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1,2,2,2,2,2,3,0,0,2,2,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,1,1,1,4,0,0,1,0,0,0,3,347.9116666666667,3.958026183693193e-10,9.668996675980475e-95,7.629705171974011e-110,0.9999999996041993
1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,2,9,0,0,0,0,0,0,0,1,0,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,2,2,1,1,0,0,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2,2,0,2,0,0,5,1,1,1,3,274.26496666666657,2.122853377348985e-17,2.5057600995164843e-17,3.7351856437211746e-101,1.0
1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,6,2,2,0,2,0,0,0,0,1,0,0,0,2,2,2,1,1,1,0,0,0,1,2,1,3,0,0,2,3,4,3,5,3,3,4,3,2,2,2,1,0,0,0,3,3,3,3,3,3,3,2,2,2,2,2,2,0,0,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,0,1,1,1,1,1,3,1,3,1,1,1,1,1,1,2,2,0,1,0,0,1,3,4,4,6,1,1,1,2,518.1331000000001,3.045700469721547e-148,7.215059413896551e-124,1.0,2.10575483193074e-140
1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,2,7,2,2,0,2,2,3,2,0,1,0,3,2,0,0,0,1,1,1,1,1,4,2,0,0,3,0,0,2,3,2,2,1,3,0,4,3,0,1,1,1,0,1,0,2,2,1,1,0,0,1,3,0,3,2,2,3,1,1,1,0,2,2,1,2,1,1,1,2,2,2,2,2,2,0,0,1,1,1,1,1,1,1,1,2,2,2,2,2,3,2,3,4,1,0,0,1,4,4,4,1,4,1,1,2,525.8794333333333,6.627490320733897e-86,2.0855829289949708e-82,1.0,9.104150641292535e-102
0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,2,1,1,1,1,1,1,0,0,0,5,5,4,0,0,0,3,0,1,4,2,0,0,0,0,3,1,0,0,3,3,2,1,1,1,1,1,1,1,1,0,2,2,1,1,2,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,3,3,2,2,2,3,2,3,1,2,2,1,1,1,1,2,1,2,0,0,0,2,1,0,1,0,1,1,3,331.2303666666668,1.1190783991974913e-25,4.152327433194436e-96,5.061882653545084e-127,1.0
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,0,1,1,1,0,0,0,0,2,2,0,2,0,0,3,0,1,1,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,2,0,1,1,1,1,2,3,0,0,2,0,2,3,2,3,2,1,1,2,1,1,1,2,1,1,1,2,1,3,1,0,1,0,0,0,1,463.2759999999999,0.04352385021310543,0.9564761497868952,9.593324300469774e-64,2.356097850223197e-15
1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,1,7,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,1,1,1,0,0,1,1,2,2,1,0,0,0,1,2,1,1,2,1,0,1,1,0,1,2,0,0,0,0,2,0,2,2,2,2,1,1,0,0,0,0,3,1,1,1,1,1,2,1,1,1,4,2,2,2,1,1,1,0,1,4,1,0,2,1,1,1,0,461.63530000000003,0.9999753772161453,1.717792023134676e-08,1.1535818854277329e-59,2.4605605930550756e-05
1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,4,4,0,0,0,0,0,0,0,0,1,2,1,2,1,1,0,1,3,3,2,0,3,4,0,0,0,1,1,1,0,0,0,0,0,3,1,1,3,1,1,1,1,1,1,1,2,2,1,1,0,0,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0,2,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,3,1,0,0,2,2,0,6,1,1,1,3,231.52859999999995,1.632106844622204e-13,4.887157937806619e-18,8.291651320257564e-100,0.9999999999998437
0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,1,0,2,2,2,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,1,0,0,1,0,1,1,1,1,1,2,2,1,1,3,0,1,0,1,0,1,1,1,1,1,0,1,1,0,0,1,2,1,0,2,0,1,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,3,0,0,5,1,1,1,3,415.4552333333333,1.453816894253065e-13,7.847391981699702e-15,6.894923981339437e-117,0.9999999999998437
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,0,0,0,0,0,0,1,0,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,2,0,0,0,0,0,2,1,2,1,2,2,1,0,2,0,0,2,1,1,2,1,0,1,1,0,1,2,1,0,0,0,0,0,1,2,2,1,1,1,2,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,4,0,0,6,1,1,1,3,399.24120000000005,4.194585064479494e-09,1.3581396489888988e-22,5.831110251144868e-127,0.9999999958054104
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,4,0,0,0,1,0,2,0,1,2,1,1,1,1,1,1,0,0,0,2,2,2,0,0,0,1,1,2,2,0,0,0,5,2,4,3,0,1,0,0,1,0,1,1,2,2,1,1,0,0,1,2,1,2,0,2,2,1,1,0,0,0,1,0,0,0,1,0,2,1,0,0,0,0,1,0,2,0,2,2,2,3,2,1,2,2,2,2,3,1,3,2,1,1,2,0,1,3,1,3,1,0,0,0,0,421.1051666666665,0.9999999999953673,1.0658086254658237e-28,1.3997247830702873e-46,4.6315166552545284e-12
1,0,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,2,2,4,4,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,2,1,0,0,1,1,0,1,4,0,0,0,0,0,5,2,0,0,0,1,1,1,1,2,2,1,1,0,0,1,2,0,2,0,0,2,1,1,0,0,1,1,0,0,0,2,0,1,2,2,1,1,1,2,0,0,0,1,0,1,1,0,3,1,0,1,1,0,0,0,0,0,0,0,0,1,3,3,1,3,1,0,0,3,287.3021333333333,2.931779740501507e-06,6.723804244345378e-07,1.636164598086495e-61,0.9999963958398304
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,0,0,0,0,0,0,0,0,1,0,0,0,2,2,2,1,1,1,4,3,3,4,4,4,1,1,0,0,0,0,0,0,4,4,5,2,1,1,1,1,1,1,1,2,2,1,1,0,0,1,2,1,1,1,1,0,2,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,2,3,0,0,0,0,0,0,0,4,3,0,0,0,0,0,1,4,4,0,1,1,1,1,3,434.2817666666667,1.445954009522946e-42,1.714391993640338e-78,1.4355832177217788e-119,1.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0,1,0,0,2,2,2,2,0,0,0,2,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,1,1,2,1,0,0,1,2,0,0,2,2,1,1,1,0,1,0,0,0,0,1,1,0,2,2,2,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,2,1,3,2,0,1,0,0,0,0,407.16139999999996,0.9396426832542304,2.4590792157450256e-47,7.428508148800725e-70,0.060357316745770745
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,2,0,3,0,3,2,1,2,0,2,0,0,0,3,4,4,1,1,0,3,0,2,2,2,0,0,0,3,3,4,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,1,2,1,0,1,1,0,1,1,2,1,0,1,0,2,2,1,0,1,1,1,0,3,0,1,1,0,1,3,1,0,0,0,2,0,1,4,1,1,0,2,2,2,1,3,4,1,1,3,0,0,1,298.5321666666667,6.144976987823354e-11,0.9999999999364206,4.9629589620503e-56,2.1190761036230548e-12
0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,4,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,5,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,3,3,3,3,3,3,3,2,1,2,2,0,3,1,0,0,1,0,0,0,0,0,0,0,1,2,2,1,1,1,2,0,0,0,1,0,1,1,0,3,1,0,0,1,0,0,0,0,0,0,0,0,1,4,0,0,1,3,0,0,1,329.9356,2.883190313097971e-65,1.0,4.3457311408327965e-97,1.304489386234309e-46
0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,3,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,1,1,1,0,2,1,0,0,0,1,2,1,2,2,2,2,1,1,2,1,0,0,1,2,0,1,1,2,2,2,3,2,1,2,1,1,1,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,1,1,333.0214666666667,3.6817028251087695e-11,0.9999999999559037,6.3743625778367635e-80,7.28134495203694e-12
